user_pseudo_id,mk_total_transitions,mk_from_game,mk_from_game_over,mk_from_menu,mk_from_level_select,mk_from_steps,mk_game__game,mk_game__game_over,mk_game__menu,mk_game__steps,mk_game__shop,mk_game__level_select,mk_game_over__game,mk_game_over__menu,mk_game_over__level_select,mk_game_over__shop,mk_menu__game,mk_menu__level_select,mk_level_select__game,mk_steps__shop,mk_steps__game
A972533CAA6D0725B5B048747A71D4AC,52,0,7,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
005901472E484822C26D99D5877AE297,34,3,8,2,2,4,0,0,0,0,0,0,2,0,0,0,0,1,1,2,0
257960974D931E2AEAE8B37199E8BB23,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F0A722E661EA4C6E20B7054B14E4DA6E,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5FC527F78605EE99044FB10929B1A547,34,15,7,3,5,2,5,4,1,2,0,3,3,0,0,0,1,1,4,2,0
7813A59EE53E8B2646FC8EC6C179B3B1,139,0,36,2,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
A4C70A7796DD10814F8CA198B6F0DB6A,37,0,6,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
4195D74948718FD945D63DEC2992E09B,44,12,4,9,10,2,5,2,0,2,0,2,2,0,0,0,0,4,5,2,0
27391CAD94565FF9476C31B12C7F005E,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A09FB36DC9236D7C16606A65AB9F8799,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
969DC756B9B132C1AA475E16248851BB,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADDC25F2E0EE2C18855F0D850EBE2A8C,29,0,6,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
1C4E1D80DF49FF1844D2A1AF31ACDB9A,10,3,0,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
9F005C230A2121F71C2C2578C8A586F5,238,81,79,4,0,35,2,40,0,35,0,0,39,0,0,0,2,0,0,35,0
6E03EB3DFD35C31E04ECA7158A756664,102,37,32,2,2,10,1,16,0,10,0,0,16,0,0,0,0,1,1,10,0
B3374E269C26063CF828C0BF1924560A,18,0,4,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
872D00596B23440D94EF645F4A812EE0,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE8C865ECDECDD5CE81CB141AFD698AD,12,5,2,3,2,0,2,1,1,0,0,1,1,0,0,0,1,1,1,0,0
58364AD9BF25372CE083968D512F60CC,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626BF302515BA20D1C32C1CA5C23D8D8,22,7,10,2,2,0,1,5,0,0,0,0,5,0,0,0,0,1,1,0,0
39C10EA4DF184073C266B1C76673E8A4,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683146353BD8BE4744F6F2B91C2E83D9,30,11,7,2,0,4,1,4,0,4,0,0,3,0,0,0,1,0,0,4,0
F4D853F5EB432C2531F73BEE42B33E28,13,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7709833232AD9720F6DD21A2F5D8690A,23,5,8,1,2,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0
1802453419B1A766D6C2E78645FFD31B,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ED4C30231EFF6BA5660398B76E680FA8,146,50,65,4,5,10,3,33,0,10,0,1,32,0,0,0,0,2,3,10,0
ECF657F22744FE67F33BB5841B9CF483,13,5,4,2,0,1,1,2,1,1,0,0,2,0,0,0,1,0,0,1,0
CFCC0229C767F3E02E722E087AE6BDBA,57,23,20,12,0,1,6,10,6,1,0,0,10,0,0,0,6,0,0,1,0
B969FADBA69F9275618A6D7B9B986063,188,16,51,15,2,10,0,0,0,0,0,0,15,0,0,0,0,1,1,5,0
91E7963D1F74552EDFEEDB4105826DBA,25,0,10,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FC4888091ED663FDCFAA0790470AA17C,31,0,8,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
98250CE72ED3686F8E170A7EAF8B85FA,91,0,16,8,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
96A5F4FFA30A149FB6231D71EF6BC29D,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83E66F1BEAC2F5ACD6ADC1DC56CD1EFD,11,4,3,2,0,1,1,2,0,1,0,0,1,0,0,0,1,0,0,1,0
779BD82ECF83AC881E311EDDD3D31067,35,11,12,2,2,4,1,6,0,4,0,0,6,0,0,0,0,1,1,4,0
78156344BA7E9E624D9228E8B4BC406B,9,3,2,2,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0
343D217C7C1F18CD076970DBEE61B854,97,0,27,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
7912ECDD69EC2C17B8EE95678D59660F,237,11,22,7,7,83,0,0,0,0,0,0,9,0,0,0,0,4,2,32,0
4389769821E299D042F198866FFFBE46,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7532B9EE7B6F844FF4ECB5DD8A864551,27,2,2,6,4,2,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0
057A68AD449C046FFB45343991AEA0AC,15,1,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
84057BC5B0118FFBFD422ADD6116F0F9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1E75C68279B302D2B8FA89C6BF4710A8,62,5,19,2,0,10,0,3,0,2,0,0,0,0,0,0,0,0,0,5,0
81CA00E3DD418D9A93FC1641D3E68CA3,16,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0B2A8B21C42C0B9899D864F91BF109E6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5CFE2216664B5E3243E51859B3329A90,6,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
47F7713B7F3C4F3149A9200360757C6B,18,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8228E9AE8FF38216F6B158A019597260,32,0,6,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
E890021CD1AE7D8D7182EF66503FB1C8,214,79,92,7,15,10,12,46,2,10,0,8,45,0,1,0,2,3,10,10,0
C302332F1B2DC5162E47913A708C479B,166,56,82,10,9,4,7,41,3,4,0,1,40,0,0,0,3,4,4,4,0
12BED4389CF843C35F5B746C52539321,36,12,12,2,3,3,1,6,0,3,0,1,6,0,0,0,0,1,1,3,0
23507C5F8A060402DC9563351AA9DB98,75,10,19,6,6,2,0,0,0,0,0,0,8,0,0,0,0,3,3,1,0
7E01D68C2434911DD78D467800447745,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833915A2E7FCD505EA649E1896A1A52F,109,35,22,14,13,13,8,13,0,13,0,1,9,0,0,0,1,6,7,13,0
1F907E1A794D08899DF8DEDCA4A0BE53,32,11,12,2,2,2,1,6,0,2,0,1,6,0,0,0,0,1,1,2,0
0DC15C12E4170A5B32F94015B74BB0DB,32,11,11,2,0,3,1,6,0,3,0,0,5,0,0,0,1,0,0,3,0
5B01B1E28665639AB878D08F95E3D92E,12,4,2,4,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0
98854978508568A4D454EAF6B25BDC0A,135,5,22,20,6,20,0,0,0,0,0,0,2,0,0,0,0,3,3,8,0
4EADDFEFFF468661CE4EEE680514BEE2,10,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B75810F39D371512B779AEBA7A24C528,278,10,26,14,8,84,0,0,0,0,0,0,7,0,0,0,0,4,3,35,0
9AB26D8CDF6E8305A6DB05A487A12E44,14,0,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
17DD3337F00EF3D43636B69C3BF742F6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35E3746AED9D9EAD9FA69C6D4ABF9779,13,0,1,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
EC9CF53549FB38AAE4906989B4B050E4,98,0,20,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
7CF3B98BA255D1BAEBCC34B9B876439A,32,11,9,2,0,5,1,5,0,5,0,0,4,0,0,0,1,0,0,5,0
1AB36A765847D90D7F029C21FADFB3F4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B4FB88D944733030E9F1DB6FEC4C33F7,16,6,2,2,3,0,2,1,0,0,0,1,1,0,0,0,0,1,2,0,0
B32D17F406C3624BE53004E487639F50,118,11,31,9,6,14,0,0,0,0,0,0,8,0,0,0,0,3,3,7,0
E14E1E9DCBF77A56CAAE4A0BDBCAE307,12,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
5DD61074AA5F92DE0CE1F00516BFDBF5,16,6,4,2,0,2,1,2,1,2,0,0,2,0,0,0,1,0,0,2,0
3346097B57AC50FEC68D31230E17BA39,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49C54F74009E02853202A386D826A4AA,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0419B02595AE3DC9BBBEE618017DAE32,11,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61879BEF3B028659993A9A1F399BFF77,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0E9AFE9FE08F1B652D1853D3647E0C98,5,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ECFD47EFFAAC86D1DEE1D658CBA1A3A4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7794A9CDB0C9C6C0636878DE03F7C77,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A05BCF49528D381257B1DCFE5AC285A6,6,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
09E3A94B302791DF45D6160F8F0A7980,19,6,8,2,2,0,1,4,0,0,0,0,4,0,0,0,0,1,1,0,0
94AAC3126541777AC4894F1A54065EF5,31,11,4,5,8,0,4,2,1,0,0,2,2,0,0,0,1,3,3,0,0
E270414CD8C904F7BB039FB243540B3E,5,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
669EC0276AC761CB67555E361C534C6A,11,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CA61DF87D3EE2B1136A9E0E32F0AD7E6,28,0,10,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
6C6732479CC7A4ED8374B29A64BFAE93,41,13,24,2,2,0,1,12,0,0,0,0,12,0,0,0,0,1,1,0,0
6B1906ED0752329228E159D114C01949,13,0,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
E2CD75DC4951578BE502B57A8FF77045,3,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4598BA2BDF551AF81BCAB222918691BC,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F108523E7DD7905608275CC84287B217,3,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A9C5BCCA25A98EB83162BEFADCB7B38A,70,23,19,5,2,8,2,10,1,8,0,0,9,0,0,0,1,1,1,8,0
55486C92FDD0A326C7AEA94C8298690F,3,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
184F53C4528F447FB1B4DC2D978C39FC,3,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
E63A7B34B88A0A72F2C78B6C4D68479B,23,8,8,2,3,0,1,4,0,0,0,1,4,0,0,0,0,1,1,0,0
A3CE8402A645B9A6CD4BDEE5F62B378E,8,3,0,2,0,2,1,0,0,2,0,0,0,0,0,0,1,0,0,2,0
44BB7969E09F0E48CC2E28D0A8E8BCCB,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A645F59DABBD8ED670286DCF716EBF47,202,0,76,2,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
9D0BEA5F3F150491A029D0B118B4AD94,15,1,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
431104D44BC343ADB59D5881CA18A904,13,0,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9E0D5B1B5CE13E3AE469E07895FC67A5,10,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00301C0778380D4EB34CCCD9023BE857,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1C944256B5B1475B0E062EA5995EE14A,60,0,18,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
87AA5620C1BC0B96C7B2F620B69748FF,32,3,8,3,2,4,0,0,0,0,0,0,2,0,0,0,0,1,1,2,0
F32D308B369814D18336A1ED6AF040E8,73,0,31,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
09B9190310AD9D80C385AA017263CB4F,23,3,5,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
A24BE32557991950C3D4D76FF17F5DFF,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627C5886509B0CBE31C74A16FCD987BE,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A62BE527025D4CBB71233D59BF12BA3F,8,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAA2C01467B28D7E21D510676B461F5D,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C586EE232D1F5B58F9CD04CB059A72CD,36,13,6,8,9,0,6,3,1,0,0,3,3,0,0,0,1,3,5,0,0
3745F700BAD39C72B06F4C4B82F2B509,31,0,2,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
B16BFD535B0F9E011C6941BD1792881E,12,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8B025029A4D1695C7BB0AA8BCF15901B,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDE1287D72B28B1143095BDF14BA67C5,76,8,18,3,4,6,0,0,0,0,0,0,6,0,0,0,0,2,2,3,0
C2CDD49D04056C8A2F99CCAF7A7FAF3F,195,19,39,7,6,43,0,0,0,0,0,0,16,0,0,0,0,3,3,18,0
F7C189BBD2C256AE9A6745443DBE891D,5,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2F984D271DA01F19750AA65936B027F6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF3B84D80B1A8A0C9CC2587252CC7048,8,2,2,2,2,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0
FE806EAF490D9E7E20EDAAD65D2224E2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCED8D34D16B209A5DCAAF1B9B6011F1,23,9,4,6,3,0,3,2,2,0,0,1,2,0,0,0,2,1,1,0,0
CD5B67EDE47D854B8FF373B9DCCC45B6,9,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8A6AC2CC69D416F0948068F664F55F4C,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8BE12B8C3FE28D4FC8B301E8AEF91BCD,9,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
34ADF71F1AADCA26EC8008496F7CC87E,259,90,92,9,12,22,7,46,1,22,0,4,46,0,0,0,1,4,6,22,0
7E061A2015FD06DA5253F44B1492F82C,27,10,6,3,3,2,2,3,1,2,0,1,3,0,0,0,1,1,1,2,0
B69E579D490D0275ECF798F461ED40CF,25,8,8,2,3,2,1,4,0,2,0,1,4,0,0,0,0,1,1,2,0
141CAA12D5889A5422666770BCC58FC1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2E452991FFE128CAA898334210805599,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EF7AADCEECDE3458A235DDD61352398C,18,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
B9539384306C5D3C6F9AF4949FAFAD69,29,5,8,3,2,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0
1E484C06A40749374184EFC9606965EF,245,30,35,57,36,12,0,0,0,0,0,0,12,0,0,0,0,18,18,6,0
BE750DBC04C504277B4B37645DAA8AE4,10,3,1,2,2,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0
0C9BCE40F7324A6D753C5CD3DDE1B3A1,18,0,3,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
8FA32288838A699CAD94D57C8B3F7EF1,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EEC307D8200019740B79FA7EFE9E169E,83,0,21,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BE0F3FFAFC8E54664E288894BF62A4F7,9,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18E3B6030C95894AA0147632DC697D0E,13,0,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9F14E63D77F047289C3DDE07EB45055C,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFEA50946B05E06965B60AC102E525A9,10,4,2,2,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0
D5544C064404DC6067412B1272F848D6,33,12,12,3,3,1,2,6,1,1,0,1,6,0,0,0,1,1,1,1,0
95999C77751600817821BD41542C91D9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55BFF903A55C62757C592CB25D7F1056,4,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
17636078D57884AD7EA5406C60E2BD10,271,93,99,10,0,33,5,51,0,33,0,0,48,0,0,0,5,0,0,33,0
BB90E3EF80325C68D00E6BCEEBDCAA79,20,7,6,3,3,1,2,3,0,1,0,1,3,0,0,0,1,1,1,1,0
0C67D250019C3714C55CFCEB663544A4,20,9,2,2,5,0,3,1,0,0,0,3,1,0,0,0,0,1,3,0,0
82660A783170BC1C45EEAB3B713B6C5C,10,3,0,6,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
747C402883F8362C5126E1F17001589D,9,3,2,2,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0
0A39851D88D08B41C6B84A0366B5C86E,6,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
50ECCD5846F1CEC33EF0AEDC76FD4959,11,3,2,4,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0
252500B9002C17DA2D9A095309272A09,39,13,12,7,4,2,3,6,1,2,0,0,6,0,0,0,1,2,2,2,0
B7D2B63ABE215157570ABD2E2E6EC9BE,64,21,26,2,3,6,2,13,0,6,0,0,13,0,0,0,0,1,2,6,0
B6610E585CDD175B0C442921E9643B74,23,9,2,6,5,0,4,1,2,0,0,1,1,0,0,0,2,2,2,0,0
960B0B1A46719775CA23739784E9C320,13,4,4,2,3,0,1,2,0,0,0,1,2,0,0,0,0,1,1,0,0
6E0CCDFA3DE407F616D22C8718D41EC1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5DE4C3F6AA9E3D2D91EE22CF1ED0B0F3,164,24,62,6,2,0,0,0,0,0,0,0,23,0,0,0,0,1,1,0,0
21A83962241B826AB42841AF81329007,7,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
129A4D1E56C8492D05A69F135179D60E,43,14,24,2,2,0,1,12,0,0,0,0,12,0,0,0,0,1,1,0,0
7C41A14666857729BE1E8B5614FAD745,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07B12451BED1250070C18D2989603845,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002D9F19C4713F59939F0E333AF8ED83,33,2,6,5,2,5,0,0,0,0,0,0,1,0,0,0,0,1,1,3,0
79A3DDCD81CA48AFE625273AA144DC56,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
942E123C7E8C0B62935889D03D77BE8E,230,27,62,23,17,14,0,0,0,0,0,0,22,0,0,0,0,9,5,6,0
DCE2C0387B697666C1B076A92AFFF312,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
